Source file,Module,Requirement responsibilities,State,Existing test location
shared/include/gs/feature_flags.hpp,S04,"V01, AI01, AI07, E07, E10, NFR-08",Host implemented / validated; target integration pending where applicable,tests/cpp/test_product.cpp; invalid PRODUCT check
shared/include/gs/interaction.hpp,H09,"AI01, AI02, AI03, AI04, AI05, AI08, NFR-04, NFR-07",Host implemented / validated; target integration pending where applicable,tests/cpp/test_product.cpp
shared/include/gs/logging.hpp,S05,"AI08, E10, NFR-05, NFR-09",Host implemented / validated; target integration pending where applicable,Inherited logging tests and historical sanitizer evidence; no new board evidence
shared/include/gs/ports.hpp,S01,"F01, E02, E06, E07, NFR-08",Host implemented / validated; target integration pending where applicable,make contracts verifies three required-field sets and API surface
shared/include/gs/product.hpp,S04,"V01, AI01, AI07, E07, E10, NFR-08",Host implemented / validated; target integration pending where applicable,tests/cpp/test_product.cpp; invalid PRODUCT check
shared/include/gs/rules.hpp,S02,"F04, F05, F06, F08, F09, F10, E06, AI08, NFR-01",Host implemented / validated; target integration pending where applicable,C++ rule tests and HubRuntime composition
shared/src/logging.cpp,S05,"AI08, E10, NFR-05, NFR-09",Host implemented / validated; target integration pending where applicable,Inherited logging tests and historical sanitizer evidence; no new board evidence
shared/src/rules.cpp,S02,"F04, F05, F06, F08, F09, F10, E06, AI08, NFR-01",Host implemented / validated; target integration pending where applicable,C++ rule tests and HubRuntime composition
tests/cpp/test_main.cpp,T01,"E08, E10, V01, AI01, AI03, NFR-08",Host test / validated in v1.5.4,tests/cpp/test_main.cpp; included in v1.5.4 release evidence as applicable
tests/cpp/test_product.cpp,T01,"E08, E10, V01, AI01, AI03, NFR-08",Host test / validated in v1.5.4,tests/cpp/test_product.cpp; included in v1.5.4 release evidence as applicable
tests/js/app.test.mjs,T01,"E08, E10, V01, AI01, AI03, NFR-08",Host test / validated in v1.5.4,tests/js/app.test.mjs; included in v1.5.4 release evidence as applicable
tests/python/test_backend.py,T01,"E08, E10, V01, AI01, AI03, NFR-08",Host test / validated in v1.5.4,tests/python/test_backend.py; included in v1.5.4 release evidence as applicable
tests/python/test_logging.py,S05,"AI08, E10, NFR-05, NFR-09",Host test / validated in v1.5.4,tests/python/test_logging.py; included in v1.5.4 release evidence as applicable
tools/hil/power_profile.py,T02,"F03, E09, E10, NFR-05",HIL scaffold / physical execution pending,Syntax/import covered by backend run context; physical execution deliberately pending
tools/hil/provision.py,T02,"F03, E09, E10, NFR-05",HIL scaffold / physical execution pending,Syntax/import covered by backend run context; physical execution deliberately pending
tools/hil/runner.py,T02,"F03, E09, E10, NFR-05",HIL scaffold / physical execution pending,Syntax/import covered by backend run context; physical execution deliberately pending
tools/logs/analyze_logs.py,S05,"AI08, E10, NFR-05, NFR-09",Host utility / validated where release-gated,Inherited logging tests and historical sanitizer evidence; no new board evidence
tools/sim/scenario_matrix.py,T01,"E08, E10, V01, AI01, AI03, NFR-08",Host utility / validated where release-gated,VERIFICATION_REPORT.md: v1.5.4 release-gate evidence
Makefile,T01,"E10, V01, NFR-08",Release orchestration / validated,make validation-fast; make release-gate; make release-gate-browser
shared/include/gs/protocol.hpp,S01,"E01, E02, E07, NFR-08",Host implemented / validated,tests/cpp/test_main.cpp protocol/ACK/retry checks; contract verifier
backend/ghar_sajag/database.py,B08,"E05, E10, NFR-08",Versioned SQLite migration adapter / Phase 1 targeted validated,tests/python/test_database_schema.py; tests/python/test_foundation.py
backend/migrations/001_p0_core.sql,B08,"E05, NFR-08",Relational persistence contract / validated,tests/python/test_database_schema.py
backend/DATA_MODEL.md,B08,"E05, E10",Documented persistence contract,Schema test + migration review
contracts/node.schema.json,S01,"E02, E07, NFR-08",Contract / validated,scripts/verify_contracts.py
contracts/cloud.schema.json,S01,"E02, E04, E07",Contract / validated,scripts/verify_contracts.py
contracts/config.schema.json,S01,"F04, F10, E07",Contract / validated,scripts/verify_contracts.py; HTTP config test
contracts/node_ack.schema.json,S01,E02,Contract / validated,scripts/verify_contracts.py; golden ACK payload
contracts/openapi.yaml,S01/B07,"F11, E04, E07, E08",API contract / validated,scripts/verify_contracts.py; 16 HTTP integration tests
contracts/NODE_TO_HUB_PROTOCOL.md,S01/N02/H01,"E01, E02, E06",Protocol contract / frozen host baseline,Protocol golden payloads + C++ tests
contracts/examples/node_message_v2.json,S01,E02,Golden protocol fixture / validated,scripts/verify_contracts.py
contracts/examples/node_ack_v1.json,S01,E02,Golden protocol fixture / validated,scripts/verify_contracts.py
host/simulator/interactive.cpp,T01,"F04-F13, E01-E10",Connected host adapter / 92 functional scenarios validated,tests/functional/scenario_catalog.json; tests/simulation_http_test.py
tools/sim/local_lab.py,T01,"F04-F13, E01-E10",Connected simulator and Phase 1 API/projection / targeted validated; focused browser PASS; full gate pending,tests/python/test_phase1_application.py; tests/functional/scenario_catalog.json; tests/playwright/phase1_foundation.spec.ts
tools/sim/web/index.html,A02/A03,"F04, F11, E01, E10, NFR-10",Simulation/PWA UI / host implemented,Manual functional plan; optional Playwright
tools/sim/web/lab.mjs,A02/A03/A04,"F04, F06-F13, E01, E07, E10",Simulation/PWA behavior / host implemented,16 HTTP tests; manual plan; optional Playwright
tools/sim/web/lab.css,A02,"F11, NFR-10",Simulation/PWA presentation / manual visual gate,tests/MANUAL_FUNCTIONAL_VALIDATION.md
tests/simulation_http_test.py,T01,"F06, F08, F09, F12, E03, E04, E07, E08, E10",HTTP integration test / validated,16/16 PASS
tests/simulation_browser_test.cjs,T01/A02,"F11, E10, NFR-10",Legacy engineering-lab browser E2E / baseline validated; Phase 1 focused browser PASS; full gate pending,make release-gate-final; tests/playwright/phase1_foundation.spec.ts
tests/functional/scenario_catalog.json,T01,"F04-F13, E01-E10",Canonical functional catalog / 92 cases validated,tools/validation/run_functional_suite.py
tests/validation_coverage.json,T01,"F01-F14, E01-E10",Requirement coverage contract / validated,24/24 P0 IDs mapped
tests/MANUAL_FUNCTIONAL_VALIDATION.md,T01/A02,"F11, E10, NFR-10",Generated manual validation plan,Generated from canonical scenario catalog
tests/python/test_database_schema.py,T01/B08,"E05, E10, NFR-08",Persistence test / validated,Python release-gate suite
tests/python/test_validation_framework.py,T01,"E10, NFR-08",Framework self-test / validated,Python release-gate suite
tests/fixtures/sensor_streams/normal_morning.json,T01,"F05, F08",Dummy sensor stream / validated,5/5 dummy stream replay suite
tests/fixtures/sensor_streams/missing_then_recovery_activity.json,T01,"F08, F11",Dummy sensor stream / validated,5/5 dummy stream replay suite
tests/fixtures/sensor_streams/late_night_door.json,T01,F09,Dummy sensor stream / validated,5/5 dummy stream replay suite
tests/fixtures/sensor_streams/daytime_inactivity.json,T01,"E10, F11",Dummy sensor stream / validated,5/5 dummy stream replay suite
tests/fixtures/sensor_streams/offline_replay.json,T01,"E02, E03",Dummy sensor stream / validated,5/5 dummy stream replay suite
tools/validation/functional_scenarios.py,T01,"F04-F13, E01-E10",Validation executor / validated,92-case functional suite
tools/validation/run_functional_suite.py,T01,"E10, NFR-08",Validation runner / validated,release-gate stage
tools/validation/run_dummy_sensor_streams.py,T01,"E10, NFR-08",Dummy-stream runner / validated,release-gate stage
tools/validation/generate_manual_plan.py,T01,"E10, NFR-08, NFR-10",Manual-plan generator / validated,make manual-test-plan
tools/validation/release_gate.py,T01,"E10, NFR-08",Fail-closed release orchestration / validated,make release-gate
scripts/check_validation_coverage.py,T01,"F01-F14, E01-E10, NFR-08",Traceability guard / validated,24/24 requirement mapping gate
docs/VALIDATION_FRAMEWORK.md,T01,"E10, NFR-08",Validation design / current,v1.5.4 framework document
app/public/index.html,A02,"F11, NFR-10",Host PWA shell / implemented,Legacy lab shell; mandatory Chromium PWA coverage is tests/playwright/pwa_release_gate.spec.ts
app/public/styles.css,A02,"F11, NFR-10",Host PWA styles / implemented,Legacy lab presentation; mandatory Chromium PWA coverage is tests/playwright/pwa_release_gate.spec.ts
app/public/manifest.webmanifest,A05,"F11, E04",PWA manifest / implemented,Static/app integration checks
firmware/hub/runtime/FREERTOS_BINDING.md,H01-H08,"E01-E10, NFR-04, NFR-05",Target runtime binding design / pending HIL,Architecture review; target measurements pending
tools/hil/installation_checklist.md,T02,"F03, E01, E09, E10, NFR-05",HIL checklist / pending physical execution,Physical execution deliberately pending
app/src/features/home/index.mjs,A02,"F05, F06, F07, F09, F11, F14, E01, E04, E10, NFR-01, NFR-02, NFR-10",PWA home projection / host validated,PWA bridge/API/frontend plus mandatory Chromium coverage; simulator-backed
app/src/features/incidents/index.mjs,A04,"F07, F12, F13, NFR-10",PWA incident workflow / host validated,PWA bridge/API/frontend plus mandatory Chromium coverage; production authorization remains G08
app/src/features/onboarding/index.mjs,A01,"F01, F02, F03, NFR-10",PWA onboarding / host validated,Unit/bridge coverage; authoritative persistent household flow is Phase 1
app/src/features/routines/index.mjs,A03,"F04, F09, F10, F14, E07",PWA routines/settings / host validated,PWA bridge/API/frontend plus mandatory Chromium coverage; durable target apply remains pending
backend/ghar_sajag/battery.py,B08,"E01, E10, NFR-05",Battery analytics service / host validated,tests/python/test_battery_analytics.py; PWA/API and Chromium battery scenarios; hardware calibration pending
tests/pwa_bridge_test.py,T01,"F04-F14, E01-E10",PWA bridge integration / validated,8 host bridge checks in current suite
tests/pwa_68_api_test.py,T01,"F04-F14, E01-E10",PWA canonical API validation / validated,92 canonical scenarios through PWA API
tests/pwa_68_frontend_test.py,T01,"F04-F14, E01-E10",PWA canonical frontend validation / validated,92 canonical scenarios through frontend runner
tests/playwright/pwa_release_gate.spec.ts,T01/A02,"F04-F14, E01, E04, E07, E10, NFR-10",Mandatory Chromium PWA release gate / validated,Desktop and Pixel 7 viewport scenarios; invoked by make release-gate-final
scripts/run_playwright_gate.py,T01/A02,"E10, NFR-10",Playwright release orchestration / validated,make playwright-gate and release-gate-final
backend/migrations/003_phase1_application.sql,B08,"F01, F03, F04, F11, E01, E05, E07",Phase 1 application schema / targeted validated,tests/python/test_database_schema.py; tests/python/test_foundation.py
backend/ghar_sajag/foundation.py,B08/A01/A03,"F01, F03, F04, F11, E01, E05, E07, E08",Single household/family/device/policy domain / targeted validated; browser pending,tests/python/test_foundation.py; tests/python/test_phase1_application.py
tools/sim/pwa/app.js,A02/A03,"F01, F03, F04, F11, E01, E07, E08, NFR-10",Phase 1 PWA client and CRUD UI / focused browser PASS; full gate pending,tests/playwright/phase1_foundation.spec.ts; node --check
tools/sim/pwa/index.html,A02,"F11, NFR-10",Phase 1 responsive dialog shell / focused browser PASS; full gate pending,tests/playwright/phase1_foundation.spec.ts
tools/sim/pwa/styles.css,A02,"F11, NFR-10",Phase 1 responsive dialogs / focused browser PASS; full gate pending,tests/playwright/phase1_foundation.spec.ts
tools/sim/pwa/sw.js,A05,"E04, F11",Static-shell cache; live state/API remain network-authoritative / targeted checked,node --check; tests/playwright/phase1_foundation.spec.ts
tests/python/test_foundation.py,T01/B08,"F01, F03, F04, E01, E05, E07, E08",Phase 1 persistence/domain negative and restart tests / PASS,PYTHONPATH=backend python3 -m unittest tests/python/test_foundation.py
tests/python/test_phase1_application.py,T01/B08,"F01, F03, F04, F11, E01, E05, E07, E08",Phase 1 direct WSGI API and simulator integration / PASS,PYTHONPATH=backend python3 -m unittest tests/python/test_phase1_application.py
tests/playwright/phase1_foundation.spec.ts,T01/A02,"F01, F03, F04, F11, E01, E07, NFR-10",Phase 1 desktop/mobile Chromium acceptance / focused 12/12 PASS outside socket sandbox; full WSL gate pending,make release-gate-final; focused 12/12 PASS outside sandbox
